"index","citations","year","Title"
"6475","10","2016","Combinatorial Energy Learning for Image Segmentation"
"6476","449","2016","Convolutional Neural Networks on Graphs with Fast Localized Spectral Filtering"
"6477","358","2016","Conditional Image Generation with PixelCNN Decoders"
"6478","9","2016","Inference by Reparameterization in Neural Population Codes"
"6479","107","2016","Fast Algorithms for Robust PCA via Gradient Descent"
"6480","130","2016","VIME: Variational Information Maximizing Exploration"
"6481","23","2016","The Parallel Knowledge Gradient Method for Batch Bayesian Optimization"
"6482","18","2016","General Tensor Spectral Co-clustering for Higher-Order Data"
"6483","0","2016","Multi-step learning and underlying structure in statistical models"
"6484","16","2016","Convergence guarantees for kernel-based quadrature rules in misspecified settings"
"6485","17","2016","Sorting out typicality with the inverse moment matrix SOS polynomial"
"6486","22","2016","Higher-Order Factorization Machines"
"6487","43","2016","Local Similarity-Aware Deep Feature Embedding"
"6488","2","2016","Hierarchical Object Representation for Open-Ended Object Category Learning and Recognition"
"6489","5","2016","Near-Optimal Smoothing of Structured Conditional Probability Matrices"
"6490","18","2016","Accelerating Stochastic Composition Optimization"
"6491","6","2016","Kernel Observers: Systems-Theoretic Modeling and Inference of Spatiotemporally Evolving Processes"
"6492","0","2016","Only H is left: Near-tight Episodic PAC RL"
"6493","3","2016","Observational-Interventional Priors for Dose-Response Learning"
"6494","7","2016","Efficient High-Order Interaction-Aware Feature Selection Based on Conditional Mutual Information"
"6495","87","2016","Data Programming: Creating Large Training Sets, Quickly"
"6496","7","2016","Conditional Generative Moment-Matching Networks"
"6497","147","2016","Visual Dynamics: Probabilistic Future Frame Synthesis via Cross Convolutional Networks"
"6498","4","2016","Adaptive Averaging in Accelerated Descent Dynamics"
"6499","3","2016","Variational Bayes on Monte Carlo Steroids"
"6500","7","2016","Scaled Least Squares Estimator for GLMs in Large-Scale Problems"
"6501","29","2016","Fast ε-free Inference of Simulation Models with Bayesian Conditional Density Estimation"
"6502","121","2016","Learning Multiagent Communication with Backpropagation"
"6503","15","2016","Dimensionality Reduction of Massive Sparse Datasets Using Coresets"
"6504","60","2016","Bayesian Optimization with Robust Bayesian Neural Networks"
"6505","28","2016","CRF-CNN: Modeling Structured Information in Human Pose Estimation"
"6506","1","2016","Learning Additive Exponential Family Graphical Models via \ell_{2,1}-norm Regularized M-Estimation"
"6507","22","2016","Asynchronous Parallel Greedy Coordinate Descent"
"6508","11","2016","Nested Mini-Batch K-Means"
"6509","819","2016","R-FCN: Object Detection via Region-based Fully Convolutional Networks"
"6510","18","2016","Bayesian Optimization for Probabilistic Programs"
"6511","19","2016","PAC-Bayesian Theory Meets Bayesian Inference"
"6512","71","2016","Measuring Neural Net Robustness with Constraints"
"6513","44","2016","CNNpack: Packing Convolutional Neural Networks in the Frequency Domain"
"6514","7","2016","Hypothesis Testing in Unsupervised Domain Adaptation with Applications in Alzheimer's Disease"
"6515","12","2016","One-vs-Each Approximation to Softmax for Scalable Estimation of Probabilities"
"6516","32","2016","Scaling Memory-Augmented Neural Networks with Sparse Reads and Writes"
"6517","147","2016","Spatiotemporal Residual Networks for Video Action Recognition"
"6518","19","2016","Variance Reduction in Stochastic Gradient Langevin Dynamics"
"6519","7","2016","Differential Privacy without Sensitivity"
"6520","1","2016","Data driven estimation of Laplace-Beltrami operator"
"6521","18","2016","An Architecture for Deep, Hierarchical Generative Models"
"6522","19","2016","Double Thompson Sampling for Dueling Bandits"
"6523","84","2016","Disentangling factors of variation in deep representation using adversarial training"
"6524","29","2016","Data Poisoning Attacks on Factorization-Based Collaborative Filtering"
"6525","49","2016","Operator Variational Inference"
"6526","12","2016","A Multi-step Inertial Forward-Backward Splitting Method for Non-convex Optimization"
"6527","105","2016","Safe and Efficient Off-Policy Reinforcement Learning"
"6528","15","2016","Poisson-Gamma dynamical systems"
"6529","49","2016","Unsupervised Learning of Spoken Language with Visual Context"
"6530","60","2016","Reshaped Wirtinger Flow for Solving Quadratic System of Equations"
"6531","0","2016","An algorithm for L1 nearest neighbor search via monotonic embedding"
"6532","31","2016","Dense Associative Memory for Pattern Recognition"
"6533","20","2016","Anchor-Free Correlated Topic Modeling: Identifiability and Algorithm"
"6534","9","2016","Recovery Guarantee of Non-negative Matrix Factorization via Alternating Updates"
"6535","11","2016","Sample Complexity of Automated Mechanism Design"
"6536","4","2016","Optimal Binary Classifier Aggregation for General Losses"
"6537","14","2016","Hierarchical Clustering via Spreading Metrics"
"6538","116","2016","Learning shape correspondence with anisotropic convolutional neural networks"
"6539","55","2016","Toward Deeper Understanding of Neural Networks: The Power of Initialization and a Dual View on Expressivity"
"6540","6","2016","Graphons, mergeons, and so on!"
"6541","20","2016","Blind Regression: Nonparametric Regression for Latent Variable Models via Collaborative Filtering"
"6542","111","2016","Diffusion-Convolutional Neural Networks"
"6543","53","2016","Phased LSTM: Accelerating Recurrent Network Training for Long or Event-based Sequences"
"6544","2","2016","High resolution neural connectivity from incomplete tracing data using nonnegative spline regression"
"6545","5","2016","Scan Order in Gibbs Sampling: Models in Which it Matters and Bounds on How Much"
"6546","14","2016","A Consistent Regularization Approach for Structured Prediction"
"6547","57","2016","Full-Capacity Unitary Recurrent Neural Networks"
"6548","2","2016","Optimal Sparse Linear Encoders and Sparse PCA"
"6549","3","2016","Active Learning with Oracle Epiphany"
"6550","55","2016","Learning Transferrable Representations for Unsupervised Domain Adaptation"
"6551","39","2016","A Simple Practical Accelerated Method for Finite Sums"
"6552","21","2016","Multistage Campaigning in Social Networks"
"6553","116","2016","Stein Variational Gradient Descent: A General Purpose Bayesian Inference Algorithm"
"6554","128","2016","Interaction Networks for Learning about Objects, Relations and Physics"
"6555","115","2016","Composing graphical models with neural networks for structured representations and fast inference"
"6556","26","2016","Total Variation Classes Beyond 1d: Minimax Rates, and the Limitations of Linear Smoothers"
"6557","15","2016","Designing smoothing functions for improved worst-case competitive ratio in online optimization"
"6558","5","2016","Deconvolving Feedback Loops in Recommender Systems"
"6559","19","2016","Causal meets Submodular: Subset Selection with Directed Information"
"6560","39","2016","Backprop KF: Learning Discriminative Deterministic State Estimators"
"6561","13","2017","Pixels to Graphs by Associative Embedding"
"6562","22","2017","Dilated Recurrent Neural Networks"
"6563","1","2017","Minimizing a Submodular Function from Samples"
"6564","9","2017","Learning Multiple Tasks with Multilinear Relationship Networks"
"6565","242","2017","Unsupervised Image-to-Image Translation Networks"
"6566","1","2017","Learning Causal Structures Using Regression Invariance"
"6567","14","2017","Training recurrent networks to generate hypotheses about how the brain solves hard navigation problems"
"6568","6","2017","Hierarchical Attentive Recurrent Tracking"
"6569","1","2017","Matching neural paths: transfer from recognition to correspondence search"
"6570","748","2017","Improved Training of Wasserstein GANs"
"6571","15","2017","Asynchronous Coordinate Descent under More Realistic Assumptions"
"6572","2","2017","Scalable Model Selection for Belief Networks"
"6573","24","2017","Learning to See Physics via Visual De-animation"
"6574","4","2017","Training Deep Networks without Learning Rates Through Coin Betting"
"6575","3","2017","PRUNE: Preserving Proximity and Global Ranking for Network Embedding"
"6576","172","2017","Prototypical Networks for Few-shot Learning"
"6577","4","2017","When Cyclic Coordinate Descent Outperforms Randomized Coordinate Descent"
"6578","5","2017","Estimating Accuracy from Unlabeled Data: A Probabilistic Logic Approach"
"6579","4","2017","Rigorous Dynamics and Consistent Estimation in Arbitrarily Conditioned Linear Systems"
"6580","6","2017","Optimal Sample Complexity of M-wise Data for Top-K Ranking"
"6581","14","2017","Sharpness, Restart and Acceleration"
"6582","70","2017","Poincaré Embeddings for Learning Hierarchical Representations"
"6583","5","2017","An Error Detection and Correction Framework for Connectomics"
"6584","14","2017","Bayesian Inference of Individualized Treatment Effects using Multi-task Gaussian Processes"
"6585","4","2017","Translation Synchronization via Truncated Least Squares"
"6586","4","2017","Scalable Planning with Tensorflow for Hybrid Nonlinear Domains"
"6587","8","2017","Riemannian approach to batch normalization"
"6588","23","2017","Bayesian Optimization with Gradients"
"6589","5","2017","Dualing GANs"
"6590","3","2017","Limitations on Variance-Reduction and Acceleration Schemes for Finite Sums Optimization"
"6591","8","2017","Communication-Efficient Distributed Learning of Discrete Distributions"
"6592","8","2017","Scalable Generalized Linear Bandits: Online Computation and Hashing"
"6593","3","2017","Dynamic Revenue Sharing"
"6594","1","2017","Random Permutation Online Isotonic Regression"
"6595","14","2017","Semi-Supervised Learning for Optical Flow with Generative Adversarial Networks"
"6596","6","2017","Solid Harmonic Wavelet Scattering: Predicting Quantum Molecular Energy from Invariant Descriptors of 3D Electronic Densities"
"6597","3","2017","Minimax Estimation of Bandable Precision Matrices"
"6598","14","2017","Positive-Unlabeled Learning with Non-Negative Risk Estimator"
"6599","4","2017","Adaptive Clustering through Semidefinite Programming"
"6600","17","2017","Learning to Compose Domain-Specific Transformations for Data Augmentation"
"6601","13","2017","Predicting Scene Parsing and Motion Dynamics in the Future"
"6602","18","2017","Straggler Mitigation in Distributed Optimization Through Data Encoding"
"6603","8","2017","Structured Embedding Models for Grouped Data"
"6604","6","2017","Sparse Embedded k-Means Clustering"
"6605","0","2017","Compatible Reward Inverse Reinforcement Learning"
"6606","11","2017","Clustering with Noisy Queries"
"6607","0","2017","Tomography of the London Underground: a Scalable Model for Origin-Destination Data"
"6608","12","2017","Predictive State Recurrent Neural Networks"
"6609","17","2017","FALKON: An Optimal Large Scale Kernel Method"
"6610","27","2017","One-Sided Unsupervised Domain Mapping"
